"","Em_innitials","Endosperm","SC_endothelium","SC_epidermis","SC_hillum_parenchyma","SC_hillum_vasculature","SC_inner_integument","SC_parenchyma","SC_phloem"
"Legume.fam3.02136_Glyma.06G164900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02162_Glyma.13G303000",0,0,0,1,0,1,0,0,0
"Legume.fam3.02162_Glyma.12G199300",0,0,0,0,0,1,0,0,0
"Legume.fam3.02162_Glyma.06G299700",1,0,0,0,0,0,0,0,0
"Legume.fam3.02162_Glyma.12G105600",0,0,0,0,0,0,0,0,1
"Legume.fam3.02163_Glyma.11G047600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02163_Glyma.01G194300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02163_Glyma.05G105700",0,1,0,0,0,0,0,0,0
"Legume.fam3.02163_Glyma.17G160700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02179_Glyma.01G044300",0,0,0,0,0,0,0,1,1
"Legume.fam3.02179_Glyma.02G019300",0,0,0,1,0,0,0,0,1
"Legume.fam3.02179_Glyma.18G123600",0,1,0,0,0,0,0,0,0
"Legume.fam3.02179_Glyma.08G298200",0,1,0,0,0,1,0,0,1
"Legume.fam3.02183_Glyma.01G092900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02183_Glyma.02G129500",0,0,0,0,0,0,0,1,0
"Legume.fam3.02183_Glyma.16G099700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02183_Glyma.08G268900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02189_Glyma.12G083600",0,0,1,0,0,0,1,0,0
"Legume.fam3.02189_Glyma.11G190800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02189_Glyma.12G179800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02189_Glyma.13G321000",0,0,0,0,0,0,0,0,1
"Legume.fam3.02198_Glyma.05G068000",0,0,0,0,0,0,1,0,0
"Legume.fam3.02198_Glyma.17G150100",0,0,0,0,0,0,1,0,0
"Legume.fam3.02198_Glyma.01G203400",0,0,0,0,0,0,0,1,0
"Legume.fam3.02198_Glyma.11G039400",0,0,0,0,0,0,0,1,0
"Legume.fam3.02201_Glyma.01G032000",0,0,0,0,0,0,0,0,1
"Legume.fam3.02201_Glyma.02G033400",0,0,0,0,0,0,0,1,0
"Legume.fam3.02201_Glyma.08G288800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02201_Glyma.18G135800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02210_Glyma.17G076500",0,0,1,0,0,0,1,0,0
"Legume.fam3.02210_Glyma.05G023200",0,0,0,0,0,0,1,0,0
"Legume.fam3.02210_Glyma.06G200000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02210_Glyma.04G164500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02215_Glyma.10G002100",1,0,0,0,0,0,0,0,0
"Legume.fam3.02215_Glyma.02G001700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02215_Glyma.10G179100",0,0,0,0,0,1,0,0,1
"Legume.fam3.02215_Glyma.20G211100",0,0,0,0,0,0,0,0,1
"Legume.fam3.02230_Glyma.07G192000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02230_Glyma.13G184500",0,1,0,0,0,0,0,0,0
"Legume.fam3.02230_Glyma.15G069300",0,0,1,0,0,0,1,0,0
"Legume.fam3.02230_Glyma.13G244400",0,0,1,0,0,0,1,0,0
"Legume.fam3.02234_Glyma.09G052000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02234_Glyma.15G158300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02234_Glyma.05G132900",0,1,0,0,0,0,0,0,0
"Legume.fam3.02234_Glyma.08G087300",0,0,0,0,0,0,0,0,1
"Legume.fam3.02247_Glyma.09G143200",0,0,0,0,0,0,0,0,1
"Legume.fam3.02247_Glyma.16G196200",0,0,1,0,0,0,1,0,0
"Legume.fam3.02247_Glyma.10G237800",0,0,0,0,0,0,1,0,0
"Legume.fam3.02247_Glyma.20G156800",0,0,0,0,0,0,0,1,0
"Legume.fam3.02249_Glyma.16G205100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02249_Glyma.09G154600",1,0,0,0,0,0,0,0,1
"Legume.fam3.02249_Glyma.10G177300",1,0,0,0,0,0,0,0,1
"Legume.fam3.02249_Glyma.20G212800",1,0,0,0,0,0,0,0,1
"Legume.fam3.02267_Glyma.19G177300",0,0,0,1,0,0,0,0,0
"Legume.fam3.02267_Glyma.03G176500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02267_Glyma.13G135800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02267_Glyma.10G047900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02269_Glyma.10G055000",0,0,0,0,0,1,0,0,1
"Legume.fam3.02269_Glyma.13G142100",0,0,1,1,0,0,0,0,0
"Legume.fam3.02269_Glyma.19G184300",0,0,0,1,0,0,0,0,0
"Legume.fam3.02269_Glyma.03G183600",0,0,0,0,0,1,0,0,0
"Legume.fam3.02284_Glyma.02G007600",0,1,0,0,0,0,0,0,0
"Legume.fam3.02284_Glyma.10G138100",0,1,0,0,0,0,0,0,0
"Legume.fam3.02284_Glyma.19G221600",0,0,0,0,0,0,0,1,0
"Legume.fam3.02284_Glyma.03G224600",0,0,0,0,0,0,0,1,0
"Legume.fam3.02308_Glyma.17G198300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02308_Glyma.14G134600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02308_Glyma.06G076600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02308_Glyma.04G075400",0,1,0,0,0,0,0,0,0
"Legume.fam3.02326_Glyma.11G222600",1,0,0,0,0,0,0,0,0
"Legume.fam3.02326_Glyma.18G035000",0,0,0,0,1,0,0,0,0
"Legume.fam3.02326_Glyma.14G066400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02326_Glyma.02G250200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02329_Glyma.18G044200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02329_Glyma.11G211643",0,0,0,0,0,0,0,0,1
"Legume.fam3.02329_Glyma.14G210600",0,0,0,0,0,0,0,0,1
"Legume.fam3.02329_Glyma.02G241000",1,0,0,0,0,0,0,0,1
"Legume.fam3.02350_Glyma.14G076900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02350_Glyma.17G248900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02350_Glyma.04G033800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02350_Glyma.06G034000",0,0,0,0,0,0,0,0,1
"Legume.fam3.02351_Glyma.14G070500",0,1,0,0,0,0,0,0,0
"Legume.fam3.02351_Glyma.17G254200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02351_Glyma.06G028600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02351_Glyma.04G028500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02358_Glyma.13G187500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02358_Glyma.15G225300",0,0,0,0,0,0,0,1,0
"Legume.fam3.02358_Glyma.06G312900",0,1,0,0,0,0,0,0,0
"Legume.fam3.02358_Glyma.04G125700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02372_Glyma.03G008600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02372_Glyma.07G069900",0,0,0,0,0,0,0,0,1
"Legume.fam3.02372_Glyma.18G233600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02372_Glyma.09G259000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02387_Glyma.03G069400",0,0,0,1,0,0,0,0,0
"Legume.fam3.02387_Glyma.01G099800",0,0,0,1,0,0,0,0,0
"Legume.fam3.02387_Glyma.07G137300",0,0,0,0,0,0,0,0,1
"Legume.fam3.02387_Glyma.18G188000",0,0,0,0,1,0,0,0,0
"Legume.fam3.02388_Glyma.07G143000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02388_Glyma.18G193900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02388_Glyma.01G109200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02388_Glyma.03G074300",1,0,0,0,0,0,0,0,0
"Legume.fam3.02389_Glyma.18G197600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02389_Glyma.07G146400",0,0,0,0,0,0,0,0,1
"Legume.fam3.02389_Glyma.03G078300",0,0,0,0,0,1,0,0,0
"Legume.fam3.02389_Glyma.01G113000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02394_Glyma.06G227500",1,0,1,0,0,0,0,0,0
"Legume.fam3.02394_Glyma.12G156900",1,0,0,0,0,0,0,0,0
"Legume.fam3.02394_Glyma.12G230800",0,0,0,0,0,0,0,1,0
"Legume.fam3.02394_Glyma.13G268800",0,0,0,0,0,0,0,0,1
"Legume.fam3.02411_Glyma.15G197800",1,0,0,0,0,0,0,0,0
"Legume.fam3.02411_Glyma.09G091100",0,0,0,0,0,0,0,1,0
"Legume.fam3.02411_Glyma.13G163000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02411_Glyma.17G108200",0,0,0,0,0,0,0,1,0
"Legume.fam3.02421_Glyma.20G087700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02421_Glyma.10G008200",0,0,0,1,0,0,0,0,0
"Legume.fam3.02421_Glyma.10G188300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02421_Glyma.20G202500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02456_Glyma.08G271900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02456_Glyma.01G096600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02456_Glyma.01G018400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02456_Glyma.09G204500",0,0,0,0,0,0,0,0,1
"Legume.fam3.02467_Glyma.07G227700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02467_Glyma.20G030100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02467_Glyma.02G111800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02467_Glyma.01G053300",0,0,1,0,0,0,1,0,0
"Legume.fam3.02480_Glyma.01G173700",0,0,0,0,0,0,1,0,0
"Legume.fam3.02480_Glyma.11G069400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02480_Glyma.16G138100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02480_Glyma.02G055300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02486_Glyma.07G253200",0,0,0,0,0,0,1,0,0
"Legume.fam3.02486_Glyma.17G021200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02486_Glyma.13G212700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02486_Glyma.15G099900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02500_Glyma.10G242800",0,0,0,0,0,0,1,0,1
"Legume.fam3.02500_Glyma.20G151400",0,0,1,0,0,0,1,0,0
"Legume.fam3.02500_Glyma.10G002700",0,0,0,0,0,1,0,0,1
"Legume.fam3.02500_Glyma.02G002500",0,0,0,0,0,0,1,0,0
"Legume.fam3.02509_Glyma.01G154700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02509_Glyma.11G089700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02509_Glyma.16G077100",0,1,0,0,0,0,0,0,0
"Legume.fam3.02509_Glyma.16G110400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02518_Glyma.01G234300",0,0,0,0,0,0,1,0,0
"Legume.fam3.02518_Glyma.11G008600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02518_Glyma.11G109800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02518_Glyma.12G014900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02536_Glyma.09G177600",0,0,0,0,0,0,1,0,0
"Legume.fam3.02536_Glyma.07G101600",1,1,0,0,0,0,0,0,0
"Legume.fam3.02536_Glyma.05G245300",0,0,0,0,0,0,0,0,1
"Legume.fam3.02536_Glyma.08G052700",0,0,0,0,0,0,0,0,1
"Legume.fam3.02546_Glyma.03G166800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02546_Glyma.19G167900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02546_Glyma.10G040100",0,0,0,1,0,0,0,0,0
"Legume.fam3.02546_Glyma.13G126600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02547_Glyma.10G040700",0,1,0,0,0,0,0,0,0
"Legume.fam3.02547_Glyma.13G127300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02547_Glyma.19G168800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02547_Glyma.03G167650",0,0,0,0,0,0,0,0,0
"Legume.fam3.02548_Glyma.13G136700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02548_Glyma.10G048800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02548_Glyma.03G177600",0,0,0,0,0,0,1,0,1
"Legume.fam3.02548_Glyma.19G178400",0,0,0,0,0,0,0,0,1
"Legume.fam3.02549_Glyma.03G178100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02549_Glyma.19G178900",1,0,0,0,0,0,0,0,0
"Legume.fam3.02549_Glyma.13G137200",0,0,0,0,0,0,0,1,0
"Legume.fam3.02549_Glyma.10G049600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02568_Glyma.19G216601",0,1,0,0,0,0,0,0,0
"Legume.fam3.02568_Glyma.03G219800",0,1,0,0,0,0,0,0,0
"Legume.fam3.02568_Glyma.10G012600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02568_Glyma.02G012100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02588_Glyma.14G158800",0,0,0,0,0,0,0,0,1
"Legume.fam3.02588_Glyma.13G036100",0,0,0,0,0,0,0,0,1
"Legume.fam3.02588_Glyma.06G119800",0,0,1,0,0,0,0,0,0
"Legume.fam3.02588_Glyma.04G243500",0,0,1,0,0,0,0,0,0
"Legume.fam3.02594_Glyma.06G065200",0,0,0,0,0,0,1,0,0
"Legume.fam3.02594_Glyma.04G064100",0,0,1,0,0,0,0,0,0
"Legume.fam3.02594_Glyma.17G215500",0,0,0,0,0,0,1,0,0
"Legume.fam3.02594_Glyma.14G112400",0,0,0,0,0,0,0,1,0
"Legume.fam3.02595_Glyma.17G220700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02595_Glyma.14G105700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02595_Glyma.06G059000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02595_Glyma.04G058300",1,0,0,0,0,0,0,0,0
"Legume.fam3.02604_Glyma.02G259100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02604_Glyma.14G053400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02604_Glyma.11G235600",0,0,0,0,0,0,1,0,0
"Legume.fam3.02604_Glyma.18G021300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02615_Glyma.18G052100",0,1,0,0,0,0,0,0,0
"Legume.fam3.02615_Glyma.11G197900",0,1,0,0,0,0,0,0,0
"Legume.fam3.02615_Glyma.14G204400",0,1,0,0,0,0,0,0,0
"Legume.fam3.02615_Glyma.02G236400",0,1,0,0,0,0,0,0,0
"Legume.fam3.02618_Glyma.14G190400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02618_Glyma.02G223700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02618_Glyma.20G060400",0,0,0,0,0,1,0,0,0
"Legume.fam3.02618_Glyma.13G009300",0,0,1,0,0,0,0,0,0
"Legume.fam3.02625_Glyma.06G067600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02625_Glyma.04G066200",0,0,0,0,0,0,1,0,0
"Legume.fam3.02625_Glyma.17G211500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02625_Glyma.14G116200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02639_Glyma.07G189700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02639_Glyma.08G059600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02639_Glyma.13G246700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02639_Glyma.15G067200",1,0,0,0,0,0,0,0,0
"Legume.fam3.02666_Glyma.04G175300",0,0,1,0,0,0,0,0,0
"Legume.fam3.02666_Glyma.06G189600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02666_Glyma.05G030800",0,1,0,0,0,0,0,0,0
"Legume.fam3.02666_Glyma.17G096000",0,1,0,0,0,0,0,0,0
"Legume.fam3.02669_Glyma.05G037800",0,0,0,0,0,0,0,0,1
"Legume.fam3.02669_Glyma.17G089300",0,0,0,0,0,0,0,0,1
"Legume.fam3.02669_Glyma.04G183700",0,0,0,0,0,0,0,0,1
"Legume.fam3.02669_Glyma.06G182200",0,0,0,0,0,0,0,0,1
"Legume.fam3.02673_Glyma.05G199400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02673_Glyma.08G006900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02673_Glyma.04G202800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02673_Glyma.06G162700",0,0,0,0,0,0,1,0,0
"Legume.fam3.02676_Glyma.05G189800",0,0,0,0,0,1,0,0,0
"Legume.fam3.02676_Glyma.08G147400",0,0,0,0,0,1,0,0,0
"Legume.fam3.02676_Glyma.04G214900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02676_Glyma.06G151300",0,0,0,1,1,0,0,0,0
"Legume.fam3.02684_Glyma.06G260000",0,0,0,0,0,0,0,0,1
"Legume.fam3.02684_Glyma.12G141700",0,1,0,0,0,0,0,0,1
"Legume.fam3.02684_Glyma.12G216800",0,0,0,0,0,0,0,0,1
"Legume.fam3.02684_Glyma.13G284400",0,0,0,0,1,1,0,0,1
"Legume.fam3.02688_Glyma.17G061300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02688_Glyma.13G098500",0,0,0,0,0,0,1,0,0
"Legume.fam3.02688_Glyma.09G057300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02688_Glyma.15G163600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02693_Glyma.17G051200",0,0,0,0,0,0,0,0,1
"Legume.fam3.02693_Glyma.13G108200",0,0,0,1,0,0,0,0,1
"Legume.fam3.02693_Glyma.15G173400",0,0,0,0,0,0,0,0,1
"Legume.fam3.02693_Glyma.09G068100",0,1,0,0,0,0,0,0,1
"Legume.fam3.02701_Glyma.07G240600",0,0,0,0,0,0,1,0,0
"Legume.fam3.02701_Glyma.17G032800",0,0,1,0,0,0,0,0,0
"Legume.fam3.02701_Glyma.15G141200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02701_Glyma.09G036300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02710_Glyma.12G116100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02710_Glyma.06G290800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02710_Glyma.12G205300",0,0,1,0,0,0,1,0,0
"Legume.fam3.02710_Glyma.13G295600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02715_Glyma.17G167700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02715_Glyma.05G097300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02715_Glyma.11G052500",0,0,0,0,1,1,0,0,0
"Legume.fam3.02715_Glyma.01G189700",0,0,0,0,0,1,0,0,1
"Legume.fam3.02717_Glyma.01G194200",0,0,0,0,0,0,0,0,1
"Legume.fam3.02717_Glyma.11G047700",0,0,0,0,0,0,0,0,1
"Legume.fam3.02717_Glyma.05G105600",0,0,0,0,0,0,0,0,1
"Legume.fam3.02717_Glyma.17G160800",0,0,0,0,0,0,0,0,1
"Legume.fam3.02720_Glyma.01G205300",0,1,0,0,0,0,0,0,0
"Legume.fam3.02720_Glyma.11G037600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02720_Glyma.17G146400",0,0,1,0,0,0,1,0,0
"Legume.fam3.02720_Glyma.05G064600",0,1,0,0,0,0,0,0,0
"Legume.fam3.02726_Glyma.08G023500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02726_Glyma.05G217500",0,0,0,0,0,0,0,0,1
"Legume.fam3.02726_Glyma.01G226100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02726_Glyma.11G016700",0,0,0,0,0,0,0,1,0
"Legume.fam3.02727_Glyma.20G066100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02727_Glyma.13G003200",0,0,0,0,0,0,0,0,1
"Legume.fam3.02727_Glyma.05G218500",0,0,0,0,0,0,0,1,0
"Legume.fam3.02727_Glyma.08G024600",0,0,0,0,0,0,1,0,0
"Legume.fam3.02734_Glyma.07G217900",0,0,0,0,0,0,0,0,1
"Legume.fam3.02734_Glyma.20G014300",0,0,0,0,0,0,0,0,1
"Legume.fam3.02734_Glyma.09G117900",0,0,0,0,0,1,0,0,0
"Legume.fam3.02734_Glyma.07G164600",0,0,0,1,0,1,0,0,0
"Legume.fam3.02758_Glyma.13G344400",0,0,0,1,0,0,0,0,0
"Legume.fam3.02758_Glyma.15G030000",0,0,0,1,0,0,0,0,0
"Legume.fam3.02758_Glyma.12G052300",0,0,0,1,0,0,0,0,0
"Legume.fam3.02758_Glyma.11G127700",1,0,0,1,0,0,0,0,0
"Legume.fam3.02820_Glyma.10G018400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02820_Glyma.02G018000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02820_Glyma.03G214700",0,0,0,0,0,1,0,0,0
"Legume.fam3.02820_Glyma.19G211300",0,1,0,0,0,0,0,0,0
"Legume.fam3.02827_Glyma.19G243600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02827_Glyma.03G246100",0,0,0,1,0,0,0,0,0
"Legume.fam3.02827_Glyma.20G224100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02827_Glyma.10G161400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02831_Glyma.12G047400",0,0,0,1,0,0,0,0,0
"Legume.fam3.02831_Glyma.11G122500",0,0,0,1,0,0,0,0,0
"Legume.fam3.02831_Glyma.20G007900",0,0,1,0,0,0,0,0,0
"Legume.fam3.02831_Glyma.07G161900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02842_Glyma.04G254402",0,0,1,0,0,0,0,0,0
"Legume.fam3.02842_Glyma.06G107700",0,0,0,0,0,0,1,0,0
"Legume.fam3.02842_Glyma.13G085000",0,0,0,0,0,1,0,0,0
"Legume.fam3.02842_Glyma.14G166900",0,0,1,0,0,0,1,0,0
"Legume.fam3.02849_Glyma.04G055700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02849_Glyma.06G055800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02849_Glyma.14G098900",0,0,0,0,0,0,1,0,0
"Legume.fam3.02849_Glyma.17G225800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02886_Glyma.14G009700",0,0,0,0,1,0,0,0,0
"Legume.fam3.02886_Glyma.02G304100",1,0,0,0,0,0,0,0,0
"Legume.fam3.02886_Glyma.18G068800",0,1,0,0,0,0,0,0,0
"Legume.fam3.02886_Glyma.08G335200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02892_Glyma.04G124200",1,1,0,0,0,0,0,0,0
"Legume.fam3.02892_Glyma.06G314400",0,1,0,0,0,0,0,0,0
"Legume.fam3.02892_Glyma.15G222400",1,1,0,0,0,0,0,0,0
"Legume.fam3.02892_Glyma.08G227000",1,1,0,0,0,0,0,0,0
"Legume.fam3.02902_Glyma.03G246000",0,0,0,0,0,0,1,0,0
"Legume.fam3.02902_Glyma.19G243500",0,0,0,0,0,0,1,0,0
"Legume.fam3.02902_Glyma.10G161200",0,0,0,0,0,0,1,0,0
"Legume.fam3.02902_Glyma.20G224000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02905_Glyma.07G055300",0,0,1,0,0,0,1,0,0
"Legume.fam3.02905_Glyma.16G024000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02905_Glyma.19G256400",0,0,0,0,0,0,0,0,1
"Legume.fam3.02905_Glyma.03G257900",0,0,0,1,0,0,0,0,0
"Legume.fam3.02912_Glyma.03G109400",0,0,0,0,0,0,0,0,1
"Legume.fam3.02912_Glyma.07G116000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02912_Glyma.09G243900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02912_Glyma.18G249600",0,0,0,0,0,0,0,0,1
"Legume.fam3.02922_Glyma.18G206400",0,0,0,1,0,0,0,0,0
"Legume.fam3.02922_Glyma.07G156000",0,0,0,1,0,0,0,0,0
"Legume.fam3.02922_Glyma.03G049300",0,0,1,0,0,0,0,0,0
"Legume.fam3.02922_Glyma.01G125200",0,0,0,1,0,0,0,0,0
"Legume.fam3.02928_Glyma.06G188600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02928_Glyma.04G176500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02928_Glyma.17G095633",1,0,0,0,0,0,0,0,0
"Legume.fam3.02928_Glyma.05G031300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02929_Glyma.05G036600",0,0,0,0,0,1,1,0,0
"Legume.fam3.02929_Glyma.17G090600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02929_Glyma.06G183500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02929_Glyma.04G182700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02934_Glyma.06G174600",0,0,0,1,0,0,0,0,0
"Legume.fam3.02934_Glyma.04G191200",1,0,0,0,0,0,0,0,0
"Legume.fam3.02934_Glyma.17G126600",0,0,0,1,0,0,0,0,0
"Legume.fam3.02934_Glyma.05G044100",0,0,0,1,0,0,0,0,0
"Legume.fam3.02946_Glyma.17G062300",0,0,0,0,1,0,0,1,0
"Legume.fam3.02946_Glyma.13G097300",1,0,0,0,0,1,1,0,0
"Legume.fam3.02946_Glyma.15G161200",1,0,0,0,0,1,0,0,0
"Legume.fam3.02946_Glyma.09G055400",0,0,0,0,0,0,0,1,0
"Legume.fam3.02968_Glyma.02G048300",0,0,1,0,0,0,0,0,0
"Legume.fam3.02968_Glyma.16G128600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02968_Glyma.11G077300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02968_Glyma.01G166100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02978_Glyma.05G056800",0,1,0,0,0,1,1,0,0
"Legume.fam3.02978_Glyma.17G139200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02978_Glyma.11G031400",0,0,0,0,0,0,1,0,0
"Legume.fam3.02978_Glyma.01G210600",1,0,0,0,0,0,0,0,0
"Legume.fam3.02983_Glyma.08G014600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02983_Glyma.05G207900",0,1,0,0,0,0,0,0,0
"Legume.fam3.02983_Glyma.11G023400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02983_Glyma.01G220300",0,0,0,1,0,1,0,0,0
"Legume.fam3.02985_Glyma.05G214300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02985_Glyma.08G020800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02985_Glyma.01G224000",0,0,0,0,0,1,0,0,0
"Legume.fam3.02985_Glyma.11G019100",0,0,0,1,0,0,0,0,0
"Legume.fam3.02992_Glyma.07G169500",0,0,0,0,0,0,1,0,0
"Legume.fam3.02992_Glyma.02G084900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02992_Glyma.08G045700",0,0,1,0,0,0,0,0,0
"Legume.fam3.02992_Glyma.05G238600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03014_Glyma.06G181400",0,0,0,0,0,0,1,0,1
"Legume.fam3.03014_Glyma.04G184500",0,0,0,0,0,0,0,0,1
