"","Em_innitials","Endosperm","SC_endothelium","SC_epidermis","SC_hillum_parenchyma","SC_hillum_vasculature","SC_inner_integument","SC_parenchyma","SC_phloem"
"Legume.fam3.01090_Glyma.13G088100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01090_Glyma.06G105000",0,0,1,0,0,0,0,0,1
"Legume.fam3.01090_Glyma.04G103900",0,0,1,0,0,0,0,0,0
"Legume.fam3.01094_Glyma.14G130800",0,0,1,0,0,0,0,0,0
"Legume.fam3.01094_Glyma.17G202600",0,1,1,0,0,0,1,0,0
"Legume.fam3.01094_Glyma.06G074400",0,0,1,0,0,0,1,0,0
"Legume.fam3.01094_Glyma.04G073200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01097_Glyma.14G117100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01097_Glyma.17G209500",0,1,0,0,0,0,0,0,0
"Legume.fam3.01097_Glyma.06G069500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01097_Glyma.04G067800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01112_Glyma.14G193900",0,0,0,0,0,0,1,0,1
"Legume.fam3.01112_Glyma.02G226900",0,0,0,0,0,0,0,0,1
"Legume.fam3.01112_Glyma.11G174500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01112_Glyma.18G062300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01119_Glyma.15G121700",1,0,0,0,0,1,0,0,0
"Legume.fam3.01119_Glyma.09G015900",1,0,0,0,1,1,0,0,0
"Legume.fam3.01119_Glyma.07G269100",0,0,0,0,0,1,0,0,1
"Legume.fam3.01119_Glyma.17G004500",0,0,0,0,0,1,0,0,0
"Legume.fam3.01120_Glyma.15G053000",0,0,0,0,0,0,1,0,0
"Legume.fam3.01120_Glyma.08G179400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01120_Glyma.08G073300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01120_Glyma.05G118300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01121_Glyma.15G053700",0,0,1,0,0,0,0,0,0
"Legume.fam3.01121_Glyma.08G178800",0,0,1,0,0,0,1,0,0
"Legume.fam3.01121_Glyma.08G071900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01121_Glyma.05G116800",0,0,1,0,0,0,0,0,0
"Legume.fam3.01122_Glyma.15G054600",1,1,0,0,0,0,0,0,0
"Legume.fam3.01122_Glyma.08G178000",0,1,0,0,0,0,0,0,0
"Legume.fam3.01122_Glyma.13G043900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01122_Glyma.08G071300",0,0,1,0,0,1,0,0,0
"Legume.fam3.01123_Glyma.15G061200",0,0,0,1,0,0,0,0,0
"Legume.fam3.01123_Glyma.13G253700",0,0,0,1,0,0,0,0,0
"Legume.fam3.01123_Glyma.07G184900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01123_Glyma.08G064500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01124_Glyma.13G239100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01124_Glyma.15G074200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01124_Glyma.07G196500",0,0,0,0,0,0,0,0,1
"Legume.fam3.01124_Glyma.13G179600",0,0,0,0,0,0,0,0,1
"Legume.fam3.01125_Glyma.07G197100",0,1,0,0,0,0,1,0,0
"Legume.fam3.01125_Glyma.13G179200",0,1,0,0,0,0,0,0,0
"Legume.fam3.01125_Glyma.13G238500",0,1,0,0,0,0,0,0,1
"Legume.fam3.01125_Glyma.15G074800",0,0,0,0,0,0,0,1,0
"Legume.fam3.01129_Glyma.13G128700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01129_Glyma.10G041700",0,0,0,0,0,0,1,0,0
"Legume.fam3.01129_Glyma.19G170700",1,0,0,0,0,0,0,0,0
"Legume.fam3.01129_Glyma.03G169500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01135_Glyma.19G254200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01135_Glyma.03G256300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01135_Glyma.07G057700",0,0,0,0,0,1,0,0,0
"Legume.fam3.01135_Glyma.16G026700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01142_Glyma.08G349500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01142_Glyma.18G166800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01142_Glyma.03G084000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01142_Glyma.16G090700",0,0,1,0,0,0,0,0,0
"Legume.fam3.01144_Glyma.09G265500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01144_Glyma.18G225700",0,0,0,0,0,1,0,0,0
"Legume.fam3.01144_Glyma.03G016500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01144_Glyma.07G076700",1,0,0,0,0,0,0,0,0
"Legume.fam3.01148_Glyma.01G143100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01148_Glyma.03G023500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01148_Glyma.09G268900",1,0,1,0,0,0,0,0,0
"Legume.fam3.01148_Glyma.18G220900",1,0,1,0,0,0,0,0,0
"Legume.fam3.01157_Glyma.06G159500",0,0,0,1,0,0,0,0,0
"Legume.fam3.01157_Glyma.04G206100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01157_Glyma.05G197200",0,0,0,0,0,0,0,1,0
"Legume.fam3.01157_Glyma.08G004600",0,0,0,0,0,0,0,1,0
"Legume.fam3.01159_Glyma.08G143800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01159_Glyma.05G185700",0,0,0,0,0,0,1,0,0
"Legume.fam3.01159_Glyma.06G147800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01159_Glyma.04G218200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01160_Glyma.05G181600",0,0,0,0,0,0,1,0,0
"Legume.fam3.01160_Glyma.08G139300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01160_Glyma.11G237800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01160_Glyma.18G019600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01166_Glyma.15G162600",1,1,0,0,0,0,0,0,0
"Legume.fam3.01166_Glyma.09G056300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01166_Glyma.13G097900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01166_Glyma.17G061800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01171_Glyma.13G101300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01171_Glyma.17G058400",0,0,0,0,0,0,0,0,1
"Legume.fam3.01171_Glyma.09G060500",0,0,0,0,0,0,0,0,1
"Legume.fam3.01171_Glyma.15G167000",0,0,0,0,0,0,0,0,1
"Legume.fam3.01173_Glyma.17G052500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01173_Glyma.13G106800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01173_Glyma.15G172500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01173_Glyma.09G066500",0,0,0,0,0,0,1,0,0
"Legume.fam3.01178_Glyma.13G114000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01178_Glyma.17G045800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01178_Glyma.15G182600",0,0,0,0,0,0,0,1,0
"Legume.fam3.01178_Glyma.09G073600",0,0,0,0,0,0,1,1,0
"Legume.fam3.01180_Glyma.02G002900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01180_Glyma.10G006100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01180_Glyma.20G209000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01180_Glyma.10G181400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01183_Glyma.17G018800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01183_Glyma.07G255400",0,0,1,0,0,0,1,0,0
"Legume.fam3.01183_Glyma.13G210300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01183_Glyma.15G102500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01184_Glyma.13G212500",0,0,0,0,0,0,1,0,0
"Legume.fam3.01184_Glyma.15G100300",0,0,0,0,0,0,1,0,0
"Legume.fam3.01184_Glyma.17G021000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01184_Glyma.07G253400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01187_Glyma.02G050400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01187_Glyma.16G130500",0,0,0,1,0,0,0,0,0
"Legume.fam3.01187_Glyma.11G075100",0,0,0,0,1,0,0,0,1
"Legume.fam3.01187_Glyma.01G168200",0,0,0,0,1,1,0,0,0
"Legume.fam3.01196_Glyma.06G303700",0,0,1,1,0,0,0,0,0
"Legume.fam3.01196_Glyma.12G100100",0,0,0,1,0,0,0,0,0
"Legume.fam3.01196_Glyma.13G308200",0,0,0,1,0,0,0,0,0
"Legume.fam3.01196_Glyma.12G194400",0,0,0,1,0,0,0,0,0
"Legume.fam3.01199_Glyma.18G140800",1,0,0,0,0,0,0,0,0
"Legume.fam3.01199_Glyma.08G284500",1,0,0,0,0,0,0,0,0
"Legume.fam3.01199_Glyma.01G028600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01199_Glyma.02G036700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01201_Glyma.01G054800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01201_Glyma.02G113300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01201_Glyma.07G227100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01201_Glyma.20G027500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01209_Glyma.11G146500",0,0,0,0,0,0,0,1,0
"Legume.fam3.01209_Glyma.12G075400",0,0,0,1,0,0,0,0,0
"Legume.fam3.01209_Glyma.13G325900",0,0,1,0,0,0,1,0,0
"Legume.fam3.01209_Glyma.12G172500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01210_Glyma.12G067700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01210_Glyma.11G146800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01210_Glyma.12G172800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01210_Glyma.13G326200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01230_Glyma.10G028800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01230_Glyma.02G145200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01230_Glyma.03G156600",0,0,1,0,0,0,1,0,1
"Legume.fam3.01230_Glyma.19G158900",0,0,0,0,0,0,0,0,1
"Legume.fam3.01240_Glyma.18G202600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01240_Glyma.07G151300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01240_Glyma.01G120400",0,0,1,0,0,0,0,0,0
"Legume.fam3.01240_Glyma.03G056700",0,0,1,0,0,0,1,0,0
"Legume.fam3.01246_Glyma.18G213600",0,0,0,1,0,0,0,0,0
"Legume.fam3.01246_Glyma.09G274600",0,0,0,1,0,0,0,0,0
"Legume.fam3.01246_Glyma.03G034200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01246_Glyma.01G133300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01249_Glyma.13G360600",0,0,0,0,0,0,0,0,1
"Legume.fam3.01249_Glyma.15G013300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01249_Glyma.07G034400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01249_Glyma.08G207700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01252_Glyma.13G046300",0,1,1,0,0,0,0,0,0
"Legume.fam3.01252_Glyma.19G046300",0,1,0,0,0,0,0,0,0
"Legume.fam3.01252_Glyma.08G365100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01252_Glyma.18G297100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01254_Glyma.19G028100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01254_Glyma.13G058100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01254_Glyma.08G242500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01254_Glyma.18G264700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01256_Glyma.19G039100",0,0,0,0,0,0,0,0,1
"Legume.fam3.01256_Glyma.13G050200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01256_Glyma.18G278200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01256_Glyma.08G255300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01259_Glyma.20G156500",0,0,0,1,0,0,0,0,0
"Legume.fam3.01259_Glyma.10G238100",0,0,0,1,0,0,0,0,0
"Legume.fam3.01259_Glyma.09G143700",0,1,0,0,0,0,0,0,0
"Legume.fam3.01259_Glyma.16G196700",0,1,0,0,0,0,0,0,0
"Legume.fam3.01274_Glyma.13G065500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01274_Glyma.19G019100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01274_Glyma.09G241100",0,0,0,0,1,1,0,0,0
"Legume.fam3.01274_Glyma.18G255000",0,0,0,0,0,1,0,0,0
"Legume.fam3.01284_Glyma.03G171800",0,0,0,0,0,0,1,0,0
"Legume.fam3.01284_Glyma.19G172700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01284_Glyma.13G131300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01284_Glyma.10G043600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01289_Glyma.20G133800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01289_Glyma.10G257300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01289_Glyma.11G001500",1,0,0,0,0,0,0,0,0
"Legume.fam3.01289_Glyma.01G242800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01305_Glyma.14G217900",0,0,1,0,0,0,1,0,0
"Legume.fam3.01305_Glyma.17G256900",0,0,0,0,0,0,1,0,0
"Legume.fam3.01305_Glyma.06G025400",0,0,0,0,0,0,1,0,0
"Legume.fam3.01305_Glyma.04G025400",0,0,0,0,0,0,1,0,0
"Legume.fam3.01307_Glyma.14G155500",0,0,0,1,0,0,0,0,0
"Legume.fam3.01307_Glyma.13G034500",0,0,0,1,0,0,0,0,0
"Legume.fam3.01307_Glyma.04G245300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01307_Glyma.06G117900",0,1,0,0,0,0,0,0,0
"Legume.fam3.01308_Glyma.14G174500",0,0,0,0,0,0,1,0,0
"Legume.fam3.01308_Glyma.13G089700",0,0,1,0,0,0,1,0,0
"Legume.fam3.01308_Glyma.04G100700",0,0,0,0,0,0,0,0,1
"Legume.fam3.01308_Glyma.06G102500",0,0,0,1,0,0,0,0,0
"Legume.fam3.01313_Glyma.04G096000",0,1,0,0,0,0,0,0,0
"Legume.fam3.01313_Glyma.06G097700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01313_Glyma.14G182700",1,1,0,0,0,0,0,0,0
"Legume.fam3.01313_Glyma.02G215300",0,1,0,0,0,0,0,0,0
"Legume.fam3.01316_Glyma.04G081100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01316_Glyma.06G082800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01316_Glyma.17G191000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01316_Glyma.14G142900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01318_Glyma.06G079800",0,0,0,0,0,0,0,0,1
"Legume.fam3.01318_Glyma.04G078300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01318_Glyma.14G139700",0,0,0,0,0,0,0,0,1
"Legume.fam3.01318_Glyma.17G188500",0,0,0,0,0,0,0,0,1
"Legume.fam3.01321_Glyma.04G060700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01321_Glyma.06G061300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01321_Glyma.17G223200",0,0,0,0,0,0,1,0,0
"Legume.fam3.01321_Glyma.14G102000",0,0,0,0,0,0,1,0,0
"Legume.fam3.01337_Glyma.18G073400",0,0,0,0,0,0,1,0,0
"Legume.fam3.01337_Glyma.08G333400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01337_Glyma.02G302900",0,1,0,0,0,0,1,0,0
"Legume.fam3.01337_Glyma.14G011000",0,1,0,0,0,0,0,0,0
"Legume.fam3.01339_Glyma.08G325300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01339_Glyma.18G081900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01339_Glyma.14G016700",0,0,1,0,0,0,0,0,0
"Legume.fam3.01339_Glyma.02G296900",0,0,1,0,0,0,1,0,0
"Legume.fam3.01340_Glyma.08G319100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01340_Glyma.18G094400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01340_Glyma.02G292300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01340_Glyma.14G022300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01343_Glyma.18G107600",0,0,1,0,0,0,1,0,0
"Legume.fam3.01343_Glyma.08G308900",0,1,0,0,0,0,0,0,0
"Legume.fam3.01343_Glyma.14G029000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01343_Glyma.02G286000",0,0,0,0,0,0,1,0,0
"Legume.fam3.01358_Glyma.15G074900",0,0,1,0,0,0,1,0,0
"Legume.fam3.01358_Glyma.13G238400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01358_Glyma.07G197200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01358_Glyma.13G179000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01363_Glyma.03G011200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01363_Glyma.07G072300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01363_Glyma.18G231300",1,0,0,0,0,0,0,0,0
"Legume.fam3.01363_Glyma.09G260600",1,1,0,0,0,0,0,0,1
"Legume.fam3.01369_Glyma.03G016600",0,0,0,0,0,1,0,0,0
"Legume.fam3.01369_Glyma.07G076800",1,0,0,0,1,0,0,0,0
"Legume.fam3.01369_Glyma.18G225800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01369_Glyma.09G265200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01403_Glyma.17G019100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01403_Glyma.07G255200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01403_Glyma.15G102100",0,0,0,0,1,1,0,0,1
"Legume.fam3.01403_Glyma.13G210700",0,0,0,0,0,0,0,0,1
"Legume.fam3.01405_Glyma.16G123800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01405_Glyma.02G045800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01405_Glyma.01G164000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01405_Glyma.11G079500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01406_Glyma.13G299300",0,0,0,1,0,0,0,0,0
"Legume.fam3.01406_Glyma.12G202400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01406_Glyma.12G109500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01406_Glyma.06G296200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01412_Glyma.01G218100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01412_Glyma.11G025100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01412_Glyma.08G013000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01412_Glyma.05G206100",0,0,0,0,0,0,0,1,0
"Legume.fam3.01415_Glyma.12G097500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01415_Glyma.06G307200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01415_Glyma.13G309800",0,0,0,1,0,0,0,0,0
"Legume.fam3.01415_Glyma.12G192600",0,0,0,1,0,0,0,0,0
"Legume.fam3.01427_Glyma.07G230100",0,0,0,0,0,0,0,0,1
"Legume.fam3.01427_Glyma.20G036400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01427_Glyma.02G107500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01427_Glyma.01G047700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01433_Glyma.13G100800",0,0,0,0,0,1,0,0,0
"Legume.fam3.01433_Glyma.17G058900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01433_Glyma.15G166600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01433_Glyma.09G059900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01439_Glyma.12G081000",0,0,0,0,0,1,0,0,0
"Legume.fam3.01439_Glyma.11G193000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01439_Glyma.12G178300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01439_Glyma.13G322200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01450_Glyma.09G003300",0,0,0,0,0,1,0,0,0
"Legume.fam3.01450_Glyma.12G239900",0,0,0,0,0,0,0,0,1
"Legume.fam3.01450_Glyma.08G150700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01450_Glyma.15G270400",0,0,0,0,0,0,0,1,0
"Legume.fam3.01453_Glyma.16G200400",0,0,0,0,0,0,0,1,0
"Legume.fam3.01453_Glyma.09G148700",0,0,0,0,0,0,0,1,0
"Legume.fam3.01453_Glyma.10G240600",0,0,0,1,0,0,0,0,0
"Legume.fam3.01453_Glyma.20G154100",0,0,0,1,0,0,0,0,0
"Legume.fam3.01455_Glyma.03G041600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01455_Glyma.01G128700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01455_Glyma.18G209100",0,0,0,0,0,1,0,0,0
"Legume.fam3.01455_Glyma.09G279900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01467_Glyma.08G040100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01467_Glyma.05G232700",1,0,0,0,0,0,0,0,0
"Legume.fam3.01467_Glyma.07G089400",0,0,1,0,0,0,0,0,0
"Legume.fam3.01467_Glyma.09G187400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01475_Glyma.02G147100",0,0,0,1,0,0,0,0,0
"Legume.fam3.01475_Glyma.10G026800",0,0,0,1,0,0,0,0,0
"Legume.fam3.01475_Glyma.19G156700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01475_Glyma.03G154200",0,0,0,0,0,1,0,0,0
"Legume.fam3.01480_Glyma.19G166600",0,1,0,0,0,0,0,0,1
"Legume.fam3.01480_Glyma.03G165400",0,1,0,0,0,0,0,0,1
"Legume.fam3.01480_Glyma.13G125600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01480_Glyma.10G039200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01487_Glyma.03G189700",0,0,0,1,1,0,0,0,0
"Legume.fam3.01487_Glyma.19G190100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01487_Glyma.13G149800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01487_Glyma.10G065000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01505_Glyma.19G244800",0,0,0,0,0,0,1,0,0
"Legume.fam3.01505_Glyma.03G247100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01505_Glyma.10G162100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01505_Glyma.20G224500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01511_Glyma.04G029100",0,0,1,0,0,0,1,0,0
"Legume.fam3.01511_Glyma.06G029100",0,0,1,0,0,0,1,0,0
"Legume.fam3.01511_Glyma.17G254000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01511_Glyma.14G070700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01513_Glyma.17G245000",0,0,0,0,0,1,1,0,1
"Legume.fam3.01513_Glyma.14G080400",0,0,0,0,0,0,1,1,0
"Legume.fam3.01513_Glyma.06G037100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01513_Glyma.04G036900",0,0,0,0,0,1,0,0,1
"Legume.fam3.01514_Glyma.04G253100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01514_Glyma.06G109400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01514_Glyma.13G083400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01514_Glyma.14G164700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01517_Glyma.06G101200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01517_Glyma.04G099300",0,1,0,0,0,0,0,0,0
"Legume.fam3.01517_Glyma.14G177300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01517_Glyma.02G209100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01518_Glyma.06G095200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01518_Glyma.04G093300",1,1,0,0,0,0,1,0,0
"Legume.fam3.01518_Glyma.02G211900",0,0,0,0,0,0,0,0,1
"Legume.fam3.01518_Glyma.14G179600",0,0,0,0,0,0,0,0,1
"Legume.fam3.01519_Glyma.04G091700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01519_Glyma.06G093500",0,0,0,0,0,0,1,0,0
"Legume.fam3.01519_Glyma.14G181100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01519_Glyma.02G213400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01529_Glyma.04G047900",0,0,0,1,0,0,0,0,1
"Legume.fam3.01529_Glyma.06G049200",1,0,0,0,0,0,0,0,1
"Legume.fam3.01529_Glyma.17G232290",1,0,0,1,0,0,0,0,0
"Legume.fam3.01529_Glyma.14G089200",1,0,0,0,0,0,0,0,0
"Legume.fam3.01531_Glyma.06G042400",1,0,0,0,0,0,0,0,1
"Legume.fam3.01531_Glyma.04G041300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01531_Glyma.17G239500",0,0,0,0,0,1,0,0,1
"Legume.fam3.01531_Glyma.14G085200",0,0,0,0,1,0,0,0,1
"Legume.fam3.01537_Glyma.11G228900",0,0,0,0,0,0,0,1,0
"Legume.fam3.01537_Glyma.18G028300",0,0,0,0,0,0,0,1,0
"Legume.fam3.01537_Glyma.14G059900",0,0,0,0,0,0,0,1,0
"Legume.fam3.01537_Glyma.02G256800",0,0,0,0,0,0,0,1,0
"Legume.fam3.01541_Glyma.18G040600",1,0,1,1,0,1,0,0,0
"Legume.fam3.01541_Glyma.11G216000",1,0,0,1,0,0,0,0,0
"Legume.fam3.01541_Glyma.02G244700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01541_Glyma.14G214300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01544_Glyma.06G003400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01544_Glyma.04G003500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01544_Glyma.09G218700",0,0,0,0,0,0,1,0,0
"Legume.fam3.01544_Glyma.12G033600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01552_Glyma.18G081700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01552_Glyma.08G325500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01552_Glyma.02G297000",0,0,1,0,0,0,1,0,0
"Legume.fam3.01552_Glyma.14G016600",0,0,0,0,0,0,1,0,0
"Legume.fam3.01561_Glyma.13G179300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01561_Glyma.07G197000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01561_Glyma.13G238800",0,0,0,0,0,0,1,0,0
"Legume.fam3.01561_Glyma.15G074500",0,1,0,0,0,0,0,0,0
"Legume.fam3.01564_Glyma.13G174000",0,0,0,0,0,0,0,0,1
"Legume.fam3.01564_Glyma.07G202200",1,0,0,1,0,0,0,0,0
"Legume.fam3.01564_Glyma.13G234200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01564_Glyma.15G078800",0,0,0,0,0,0,0,0,0
